name	display_name	description
lafricana_homolog_ensembl_peptide	Elephant protein or transcript stable ID	
lafricana_homolog_chromosome	Elephant chromosome/scaffold name	
lafricana_homolog_chrom_start	Elephant chromosome/scaffold start (bp)	
lafricana_homolog_chrom_end	Elephant chromosome/scaffold end (bp)	
lafricana_homolog_canonical_transcript_protein	Query protein or transcript ID	
lafricana_homolog_subtype	Last common ancestor with Elephant	
lafricana_homolog_orthology_type	Elephant homology type	
lafricana_homolog_perc_id	%id. target Elephant gene identical to query gene	
lafricana_homolog_perc_id_r1	%id. query gene identical to target Elephant gene	
lafricana_homolog_goc_score	Elephant Gene-order conservation score	
lafricana_homolog_wga_coverage	Elephant Whole-genome alignment coverage	
lafricana_homolog_orthology_confidence	Elephant orthology confidence [0 low, 1 high]	
cmilii_homolog_ensembl_gene	Elephant shark gene stable ID	
cmilii_homolog_associated_gene_name	Elephant shark gene name	
cmilii_homolog_ensembl_peptide	Elephant shark protein or transcript stable ID	
cmilii_homolog_chromosome	Elephant shark chromosome/scaffold name	
cmilii_homolog_chrom_start	Elephant shark chromosome/scaffold start (bp)	
cmilii_homolog_chrom_end	Elephant shark chromosome/scaffold end (bp)	
cmilii_homolog_canonical_transcript_protein	Query protein or transcript ID	
cmilii_homolog_subtype	Last common ancestor with Elephant shark	
cmilii_homolog_orthology_type	Elephant shark homology type	
cmilii_homolog_perc_id	%id. target Elephant shark gene identical to query gene	
cmilii_homolog_perc_id_r1	%id. query gene identical to target Elephant shark gene	
cmilii_homolog_wga_coverage	Elephant shark Whole-genome alignment coverage	
cmilii_homolog_orthology_confidence	Elephant shark orthology confidence [0 low, 1 high]	
svulgaris_homolog_ensembl_gene	Eurasian red squirrel gene stable ID	
svulgaris_homolog_associated_gene_name	Eurasian red squirrel gene name	
svulgaris_homolog_ensembl_peptide	Eurasian red squirrel protein or transcript stable ID	
svulgaris_homolog_chromosome	Eurasian red squirrel chromosome/scaffold name	
svulgaris_homolog_chrom_start	Eurasian red squirrel chromosome/scaffold start (bp)	
svulgaris_homolog_chrom_end	Eurasian red squirrel chromosome/scaffold end (bp)	
svulgaris_homolog_canonical_transcript_protein	Query protein or transcript ID	
svulgaris_homolog_subtype	Last common ancestor with Eurasian red squirrel	
svulgaris_homolog_orthology_type	Eurasian red squirrel homology type	
svulgaris_homolog_perc_id	%id. target Eurasian red squirrel gene identical to query gene	
svulgaris_homolog_perc_id_r1	%id. query gene identical to target Eurasian red squirrel gene	
svulgaris_homolog_goc_score	Eurasian red squirrel Gene-order conservation score	
svulgaris_homolog_wga_coverage	Eurasian red squirrel Whole-genome alignment coverage	
svulgaris_homolog_orthology_confidence	Eurasian red squirrel orthology confidence [0 low, 1 high]	
dlabrax_homolog_ensembl_gene	European seabass gene stable ID	
dlabrax_homolog_associated_gene_name	European seabass gene name	
dlabrax_homolog_ensembl_peptide	European seabass protein or transcript stable ID	
dlabrax_homolog_chromosome	European seabass chromosome/scaffold name	
dlabrax_homolog_chrom_start	European seabass chromosome/scaffold start (bp)	
dlabrax_homolog_chrom_end	European seabass chromosome/scaffold end (bp)	
dlabrax_homolog_canonical_transcript_protein	Query protein or transcript ID	
dlabrax_homolog_subtype	Last common ancestor with European seabass	
dlabrax_homolog_orthology_type	European seabass homology type	
dlabrax_homolog_perc_id	%id. target European seabass gene identical to query gene	
dlabrax_homolog_perc_id_r1	%id. query gene identical to target European seabass gene	
dlabrax_homolog_goc_score	European seabass Gene-order conservation score	
dlabrax_homolog_orthology_confidence	European seabass orthology confidence [0 low, 1 high]	
mpfuro_homolog_ensembl_gene	Ferret gene stable ID	
mpfuro_homolog_associated_gene_name	Ferret gene name	
mpfuro_homolog_ensembl_peptide	Ferret protein or transcript stable ID	
mpfuro_homolog_chromosome	Ferret chromosome/scaffold name	
mpfuro_homolog_chrom_start	Ferret chromosome/scaffold start (bp)	
mpfuro_homolog_chrom_end	Ferret chromosome/scaffold end (bp)	
mpfuro_homolog_canonical_transcript_protein	Query protein or transcript ID	
mpfuro_homolog_subtype	Last common ancestor with Ferret	
mpfuro_homolog_orthology_type	Ferret homology type	
mpfuro_homolog_perc_id	%id. target Ferret gene identical to query gene	
mpfuro_homolog_perc_id_r1	%id. query gene identical to target Ferret gene	
mpfuro_homolog_goc_score	Ferret Gene-order conservation score	
mpfuro_homolog_wga_coverage	Ferret Whole-genome alignment coverage	
mpfuro_homolog_orthology_confidence	Ferret orthology confidence [0 low, 1 high]	
trubripes_homolog_ensembl_gene	Fugu gene stable ID	
trubripes_homolog_associated_gene_name	Fugu gene name	
trubripes_homolog_ensembl_peptide	Fugu protein or transcript stable ID	
trubripes_homolog_chromosome	Fugu chromosome/scaffold name	
trubripes_homolog_chrom_start	Fugu chromosome/scaffold start (bp)	
trubripes_homolog_chrom_end	Fugu chromosome/scaffold end (bp)	
trubripes_homolog_canonical_transcript_protein	Query protein or transcript ID	
trubripes_homolog_subtype	Last common ancestor with Fugu	
trubripes_homolog_orthology_type	Fugu homology type	
trubripes_homolog_perc_id	%id. target Fugu gene identical to query gene	
trubripes_homolog_perc_id_r1	%id. query gene identical to target Fugu gene	
trubripes_homolog_goc_score	Fugu Gene-order conservation score	
trubripes_homolog_wga_coverage	Fugu Whole-genome alignment coverage	
trubripes_homolog_orthology_confidence	Fugu orthology confidence [0 low, 1 high]	
amelanoleuca_homolog_ensembl_gene	Giant panda gene stable ID	
amelanoleuca_homolog_associated_gene_name	Giant panda gene name	
amelanoleuca_homolog_ensembl_peptide	Giant panda protein or transcript stable ID	
amelanoleuca_homolog_chromosome	Giant panda chromosome/scaffold name	
amelanoleuca_homolog_chrom_start	Giant panda chromosome/scaffold start (bp)	
amelanoleuca_homolog_chrom_end	Giant panda chromosome/scaffold end (bp)	
amelanoleuca_homolog_canonical_transcript_protein	Query protein or transcript ID	
amelanoleuca_homolog_subtype	Last common ancestor with Giant panda	
amelanoleuca_homolog_orthology_type	Giant panda homology type	
amelanoleuca_homolog_perc_id	%id. target Giant panda gene identical to query gene	
amelanoleuca_homolog_perc_id_r1	%id. query gene identical to target Giant panda gene	
amelanoleuca_homolog_goc_score	Giant panda Gene-order conservation score	
amelanoleuca_homolog_orthology_confidence	Giant panda orthology confidence [0 low, 1 high]	
nleucogenys_homolog_ensembl_gene	Gibbon gene stable ID	
nleucogenys_homolog_associated_gene_name	Gibbon gene name	
nleucogenys_homolog_ensembl_peptide	Gibbon protein or transcript stable ID	
nleucogenys_homolog_chromosome	Gibbon chromosome/scaffold name	
nleucogenys_homolog_chrom_start	Gibbon chromosome/scaffold start (bp)	
nleucogenys_homolog_chrom_end	Gibbon chromosome/scaffold end (bp)	
nleucogenys_homolog_canonical_transcript_protein	Query protein or transcript ID	
nleucogenys_homolog_subtype	Last common ancestor with Gibbon	
nleucogenys_homolog_orthology_type	Gibbon homology type	
nleucogenys_homolog_perc_id	%id. target Gibbon gene identical to query gene	
nleucogenys_homolog_perc_id_r1	%id. query gene identical to target Gibbon gene	
nleucogenys_homolog_goc_score	Gibbon Gene-order conservation score	
nleucogenys_homolog_wga_coverage	Gibbon Whole-genome alignment coverage	
nleucogenys_homolog_orthology_confidence	Gibbon orthology confidence [0 low, 1 high]	
saurata_homolog_ensembl_gene	Gilthead seabream gene stable ID	
saurata_homolog_associated_gene_name	Gilthead seabream gene name	
saurata_homolog_ensembl_peptide	Gilthead seabream protein or transcript stable ID	
saurata_homolog_chromosome	Gilthead seabream chromosome/scaffold name	
saurata_homolog_chrom_start	Gilthead seabream chromosome/scaffold start (bp)	
saurata_homolog_chrom_end	Gilthead seabream chromosome/scaffold end (bp)	
saurata_homolog_canonical_transcript_protein	Query protein or transcript ID	
saurata_homolog_subtype	Last common ancestor with Gilthead seabream	
saurata_homolog_orthology_type	Gilthead seabream homology type	
saurata_homolog_perc_id	%id. target Gilthead seabream gene identical to query gene	
saurata_homolog_perc_id_r1	%id. query gene identical to target Gilthead seabream gene	
saurata_homolog_goc_score	Gilthead seabream Gene-order conservation score	
saurata_homolog_wga_coverage	Gilthead seabream Whole-genome alignment coverage	
saurata_homolog_orthology_confidence	Gilthead seabream orthology confidence [0 low, 1 high]	
chircus_homolog_ensembl_gene	Goat gene stable ID	
chircus_homolog_associated_gene_name	Goat gene name	
chircus_homolog_ensembl_peptide	Goat protein or transcript stable ID	
chircus_homolog_chromosome	Goat chromosome/scaffold name	
chircus_homolog_chrom_start	Goat chromosome/scaffold start (bp)	
chircus_homolog_chrom_end	Goat chromosome/scaffold end (bp)	
chircus_homolog_canonical_transcript_protein	Query protein or transcript ID	
chircus_homolog_subtype	Last common ancestor with Goat	
chircus_homolog_orthology_type	Goat homology type	
chircus_homolog_perc_id	%id. target Goat gene identical to query gene	
chircus_homolog_perc_id_r1	%id. query gene identical to target Goat gene	
chircus_homolog_goc_score	Goat Gene-order conservation score	
chircus_homolog_wga_coverage	Goat Whole-genome alignment coverage	
chircus_homolog_orthology_confidence	Goat orthology confidence [0 low, 1 high]	
mauratus_homolog_ensembl_gene	Golden Hamster gene stable ID	
mauratus_homolog_associated_gene_name	Golden Hamster gene name	
mauratus_homolog_ensembl_peptide	Golden Hamster protein or transcript stable ID	
mauratus_homolog_chromosome	Golden Hamster chromosome/scaffold name	
mauratus_homolog_chrom_start	Golden Hamster chromosome/scaffold start (bp)	
mauratus_homolog_chrom_end	Golden Hamster chromosome/scaffold end (bp)	
mauratus_homolog_canonical_transcript_protein	Query protein or transcript ID	
mauratus_homolog_subtype	Last common ancestor with Golden Hamster	
mauratus_homolog_orthology_type	Golden Hamster homology type	
mauratus_homolog_perc_id	%id. target Golden Hamster gene identical to query gene	
mauratus_homolog_perc_id_r1	%id. query gene identical to target Golden Hamster gene	
mauratus_homolog_goc_score	Golden Hamster Gene-order conservation score	
mauratus_homolog_wga_coverage	Golden Hamster Whole-genome alignment coverage	
mauratus_homolog_orthology_confidence	Golden Hamster orthology confidence [0 low, 1 high]	
acchrysaetos_homolog_ensembl_gene	Golden eagle gene stable ID	
acchrysaetos_homolog_associated_gene_name	Golden eagle gene name	
acchrysaetos_homolog_ensembl_peptide	Golden eagle protein or transcript stable ID	
acchrysaetos_homolog_chromosome	Golden eagle chromosome/scaffold name	
acchrysaetos_homolog_chrom_start	Golden eagle chromosome/scaffold start (bp)	
acchrysaetos_homolog_chrom_end	Golden eagle chromosome/scaffold end (bp)	
acchrysaetos_homolog_canonical_transcript_protein	Query protein or transcript ID	
acchrysaetos_homolog_subtype	Last common ancestor with Golden eagle	
acchrysaetos_homolog_orthology_type	Golden eagle homology type	
acchrysaetos_homolog_perc_id	%id. target Golden eagle gene identical to query gene	
acchrysaetos_homolog_perc_id_r1	%id. query gene identical to target Golden eagle gene	
acchrysaetos_homolog_goc_score	Golden eagle Gene-order conservation score	
acchrysaetos_homolog_wga_coverage	Golden eagle Whole-genome alignment coverage	
acchrysaetos_homolog_orthology_confidence	Golden eagle orthology confidence [0 low, 1 high]	
rroxellana_homolog_ensembl_gene	Golden snub-nosed monkey gene stable ID	
rroxellana_homolog_associated_gene_name	Golden snub-nosed monkey gene name	
rroxellana_homolog_ensembl_peptide	Golden snub-nosed monkey protein or transcript stable ID	
rroxellana_homolog_chromosome	Golden snub-nosed monkey chromosome/scaffold name	
rroxellana_homolog_chrom_start	Golden snub-nosed monkey chromosome/scaffold start (bp)	
rroxellana_homolog_chrom_end	Golden snub-nosed monkey chromosome/scaffold end (bp)	
rroxellana_homolog_canonical_transcript_protein	Query protein or transcript ID	
rroxellana_homolog_subtype	Last common ancestor with Golden snub-nosed monkey	
rroxellana_homolog_orthology_type	Golden snub-nosed monkey homology type	
rroxellana_homolog_perc_id	%id. target Golden snub-nosed monkey gene identical to query gene	
rroxellana_homolog_perc_id_r1	%id. query gene identical to target Golden snub-nosed monkey gene	
rroxellana_homolog_goc_score	Golden snub-nosed monkey Gene-order conservation score	
rroxellana_homolog_wga_coverage	Golden snub-nosed monkey Whole-genome alignment coverage	
rroxellana_homolog_orthology_confidence	Golden snub-nosed monkey orthology confidence [0 low, 1 high]	
sgrahami_homolog_ensembl_gene	Golden-line barbel gene stable ID	
sgrahami_homolog_associated_gene_name	Golden-line barbel gene name	
sgrahami_homolog_ensembl_peptide	Golden-line barbel protein or transcript stable ID	
sgrahami_homolog_chromosome	Golden-line barbel chromosome/scaffold name	
sgrahami_homolog_chrom_start	Golden-line barbel chromosome/scaffold start (bp)	
sgrahami_homolog_chrom_end	Golden-line barbel chromosome/scaffold end (bp)	
sgrahami_homolog_canonical_transcript_protein	Query protein or transcript ID	
sgrahami_homolog_subtype	Last common ancestor with Golden-line barbel	
sgrahami_homolog_orthology_type	Golden-line barbel homology type	
sgrahami_homolog_perc_id	%id. target Golden-line barbel gene identical to query gene	
sgrahami_homolog_perc_id_r1	%id. query gene identical to target Golden-line barbel gene	
sgrahami_homolog_goc_score	Golden-line barbel Gene-order conservation score	
sgrahami_homolog_wga_coverage	Golden-line barbel Whole-genome alignment coverage	
sgrahami_homolog_orthology_confidence	Golden-line barbel orthology confidence [0 low, 1 high]	
cauratus_homolog_ensembl_gene	Goldfish gene stable ID	
cauratus_homolog_associated_gene_name	Goldfish gene name	
cauratus_homolog_ensembl_peptide	Goldfish protein or transcript stable ID	
cauratus_homolog_chromosome	Goldfish chromosome/scaffold name	
cauratus_homolog_chrom_start	Goldfish chromosome/scaffold start (bp)	
cauratus_homolog_chrom_end	Goldfish chromosome/scaffold end (bp)	
cauratus_homolog_canonical_transcript_protein	Query protein or transcript ID	
cauratus_homolog_subtype	Last common ancestor with Goldfish	
cauratus_homolog_orthology_type	Goldfish homology type	
cauratus_homolog_perc_id	%id. target Goldfish gene identical to query gene	
cauratus_homolog_perc_id_r1	%id. query gene identical to target Goldfish gene	
cauratus_homolog_goc_score	Goldfish Gene-order conservation score	
cauratus_homolog_wga_coverage	Goldfish Whole-genome alignment coverage	
cauratus_homolog_orthology_confidence	Goldfish orthology confidence [0 low, 1 high]	
